Author,Latitude,Longitude,Biome,Ecosystem_type,Ecosystem_state,Rs_annual,Rh_annual,Rs_growingseason,Year,SPEI12,SPEI24,SPEI12_y1,SPEI24_y1,Tair,Tsoil_lev1,Tsoil_lev2,VWC_lev1,VWC_lev2,Precip,LAI_high,LAI_low,Soil_type_number,Soil_type_name,Veg_type_hi,Veg_type_low,MODIS_NPP,MODIS_GPP
Bolstad,45.8,-90.12,Temperate,Forest,Natural,903,NA,NA,2000,-0.249,-0.513,-0.569,-0.567,5.31,7.95,7.85,0.24,0.239,28.13,4.52,0,1,Sand,19,0,NA,1232
Bolstad,45.8,-90.12,Temperate,Forest,Natural,1131,NA,NA,2000,-0.249,-0.513,-0.569,-0.567,5.31,7.95,7.85,0.24,0.239,28.13,4.52,0,1,Sand,19,0,NA,1232
Bolstad,45.8,-90.12,Temperate,Forest,Natural,905,NA,NA,2000,-0.249,-0.513,-0.569,-0.567,5.31,7.95,7.85,0.24,0.239,28.13,4.52,0,1,Sand,19,0,NA,1232
Bolstad,45.8,-90.12,Temperate,Forest,Natural,970,NA,NA,2001,-0.369,-0.395,-0.249,-0.513,6.36,8.53,8.47,0.223,0.216,26.32,4.52,0,1,Sand,19,0,648.8,1208.5
Bolstad,45.8,-90.12,Temperate,Forest,Natural,1194,NA,NA,2001,-0.369,-0.395,-0.249,-0.513,6.36,8.53,8.47,0.223,0.216,26.32,4.52,0,1,Sand,19,0,648.8,1208.5
Bolstad,45.8,-90.12,Temperate,Forest,Natural,952,NA,NA,2001,-0.369,-0.395,-0.249,-0.513,6.36,8.53,8.47,0.223,0.216,26.32,4.52,0,1,Sand,19,0,648.8,1208.5
Bolstad,45.8,-90.12,Temperate,Forest,Natural,809,NA,NA,2002,0.242,-0.006,-0.369,-0.395,5.31,6.82,6.82,0.247,0.244,31.51,4.52,0,1,Sand,19,0,665.1,1215.9
Bolstad,45.8,-90.12,Temperate,Forest,Natural,1043,NA,NA,2002,0.242,-0.006,-0.369,-0.395,5.31,6.82,6.82,0.247,0.244,31.51,4.52,0,1,Sand,19,0,665.1,1215.9
Bolstad,45.8,-90.12,Temperate,Forest,Natural,837,NA,NA,2002,0.242,-0.006,-0.369,-0.395,5.31,6.82,6.82,0.247,0.244,31.51,4.52,0,1,Sand,19,0,665.1,1215.9
Shibistova,60.75,89.38,Boreal,Forest,Natural,281,NA,NA,1999,-0.486,0.09,0.515,1.005,-2.88,3.72,3.62,0.237,0.234,17.05,3.61,3.41,2,Loamy sand,18,13,NA,NA
Shibistova,60.75,89.38,Boreal,Forest,Natural,277,NA,NA,2000,-0.896,-1.046,-0.486,0.09,-3.58,3.66,3.56,0.247,0.244,19.94,3.61,3.41,2,Loamy sand,18,13,NA,467.7
Elberling,74.47,-20.57,Arctic,Shrubland,Natural,25,NA,NA,2001,-0.734,-0.959,-0.452,0.576,-11.8,-20.21,-20.22,0.36,0.369,15.3,0,0,2,Loamy sand,0,0,39.7,67.4
Zhou,34.98,-97.52,Temperate,Grassland,Natural,787,NA,NA,2000,-1.356,-1.341,-0.936,-1.11,17.2,18.16,18.2,0.297,0.302,27.12,1.98,1.94,2,Loamy sand,19,2,NA,722.7
Zhou,34.98,-97.52,Temperate,Grassland,Natural,700,NA,NA,2001,-0.939,-1.315,-1.356,-1.341,16.91,17.73,17.63,0.304,0.305,26.89,1.98,1.94,2,Loamy sand,19,2,510.7,974.6
Zhou,34.98,-97.52,Temperate,Grassland,Natural,800,530,NA,2002,-0.855,-1.038,-0.939,-1.315,16.16,16.87,16.85,0.317,0.319,26.58,1.98,1.94,2,Loamy sand,19,2,388.2,893
Zhou,34.98,-97.52,Temperate,Grassland,Natural,825,595,NA,2003,-0.946,-1.011,-0.855,-1.038,16.65,17.48,17.42,0.288,0.292,21.69,1.98,1.94,2,Loamy sand,19,2,402.6,881.9
Zhou,34.98,-97.52,Temperate,Grassland,Natural,850,500,NA,2004,-0.219,-0.649,-0.946,-1.011,16.58,17.24,17.24,0.329,0.333,38.15,1.98,1.94,2,Loamy sand,19,2,462.9,996.3
Zhou,34.98,-97.52,Temperate,Grassland,Natural,875,570,NA,2005,-0.515,-0.306,-0.219,-0.649,17.38,18.28,18.25,0.258,0.264,18.99,1.98,1.94,2,Loamy sand,19,2,314.5,787.4
Weber,46,-77.42,Temperate,Forest,Natural,NA,NA,1.4,1985,0.368,0.864,NA,NA,4.72,7.23,7.15,0.244,0.241,29.12,4.99,0,3,Sandy loam,18,0,NA,NA
Weber,46,-77.42,Temperate,Forest,Natural,NA,NA,1.3,1986,-0.873,-0.186,0.368,0.864,5,7.21,7.12,0.26,0.26,31.82,4.99,0,3,Sandy loam,18,0,NA,NA
Wickland,64.7,-148.32,Boreal,Forest,Natural,431,NA,NA,2003,0.401,0.523,0.424,0.642,-0.95,2.8,2.41,0.339,0.319,14.44,3.05,0,2,Loamy sand,5,0,421.9,596.2
Wickland,64.7,-148.32,Boreal,Forest,Natural,378,NA,NA,2003,0.401,0.523,0.424,0.642,-0.95,2.8,2.41,0.339,0.319,14.44,3.05,0,2,Loamy sand,5,0,421.9,596.2
Wickland,64.7,-148.32,Boreal,Forest,Natural,407,NA,NA,2003,0.401,0.523,0.424,0.642,-0.95,2.8,2.41,0.339,0.319,14.44,3.05,0,2,Loamy sand,5,0,421.9,596.2
Sulzman,44.25,-122.17,Temperate,Forest,Natural,831,640,NA,2001,-1.711,-1.339,0.034,0.874,7.19,8.14,8.07,0.331,0.334,52.06,5.18,1.35,2,Loamy sand,3,17,885.1,1557.2
Sulzman,44.25,-122.17,Temperate,Forest,Natural,727,560,NA,2002,-0.204,-1.546,-1.711,-1.339,7.16,7.91,7.9,0.315,0.319,47.49,5.18,1.35,2,Loamy sand,3,17,844.5,1496.1
Sulzman,44.25,-122.17,Temperate,Forest,Natural,841,648,NA,2003,-0.876,-0.66,-0.204,-1.546,7.97,8.85,8.77,0.322,0.324,61.46,5.18,1.35,2,Loamy sand,3,17,772.7,1423.8
Campbell,45.1,-123.9,Temperate,Forest,Natural,1205,NA,NA,2001,-1.986,-1.067,0.244,1.203,9.6,9.91,9.9,0.337,0.34,49.64,5.25,0.17,2,Loamy sand,3,0,1170.1,1820.4
Campbell,45.1,-123.9,Temperate,Forest,Natural,1086,NA,NA,2001,-1.986,-1.067,0.244,1.203,9.6,9.91,9.9,0.337,0.34,49.64,5.25,0.17,2,Loamy sand,3,0,1170.1,1820.4
Campbell,45.1,-123.9,Temperate,Forest,Natural,1081,NA,NA,2001,-1.986,-1.067,0.244,1.203,9.6,9.91,9.9,0.337,0.34,49.64,5.25,0.17,2,Loamy sand,3,0,1170.1,1820.4
Campbell,45.1,-123.9,Temperate,Forest,Natural,1557,NA,NA,2001,-1.986,-1.067,0.244,1.203,9.6,9.91,9.9,0.337,0.34,49.64,5.25,0.17,2,Loamy sand,3,0,1170.1,1820.4
Campbell,44.2,-122.2,Temperate,Forest,Natural,2007,NA,NA,2001,-1.711,-1.339,0.034,0.874,8.05,8.65,8.57,0.334,0.335,50.62,4.97,0.37,2,Loamy sand,3,0,875.1,1557.5
Campbell,44.2,-122.2,Temperate,Forest,Natural,1478,NA,NA,2001,-1.711,-1.339,0.034,0.874,8.05,8.65,8.57,0.334,0.335,50.62,4.97,0.37,2,Loamy sand,3,0,875.1,1557.5
Campbell,44.2,-122.2,Temperate,Forest,Natural,2067,NA,NA,2001,-1.711,-1.339,0.034,0.874,8.05,8.65,8.57,0.334,0.335,50.62,4.97,0.37,2,Loamy sand,3,0,875.1,1557.5
Campbell,44.2,-122.2,Temperate,Forest,Natural,1669,NA,NA,2001,-1.711,-1.339,0.034,0.874,8.05,8.65,8.57,0.334,0.335,50.62,4.97,0.37,2,Loamy sand,3,0,875.1,1557.5
Campbell,44.4,-121.7,Temperate,Forest,Natural,482,NA,NA,2001,-1.642,-1.046,0.142,1.092,6.71,7.67,7.57,0.311,0.309,31.3,2.84,2.79,1,Sand,3,10,710.5,1069.7
Campbell,44.4,-121.7,Temperate,Forest,Natural,593,NA,NA,2001,-1.642,-1.046,0.142,1.092,6.71,7.67,7.57,0.311,0.309,31.3,2.84,2.79,1,Sand,3,10,710.5,1069.7
Campbell,44.4,-121.7,Temperate,Forest,Natural,872,NA,NA,2001,-1.642,-1.046,0.142,1.092,6.71,7.67,7.57,0.311,0.309,31.3,2.84,2.79,1,Sand,3,10,710.5,1069.7
Campbell,44.4,-121.7,Temperate,Forest,Natural,717,NA,NA,2001,-1.642,-1.046,0.142,1.092,6.71,7.67,7.57,0.311,0.309,31.3,2.84,2.79,1,Sand,3,10,710.5,1069.7
Silvola,62.77,30.97,Boreal,Wetland,Natural,52,NA,NA,1991,-1.307,-0.952,-1.331,0.065,2.72,4.46,4.25,0.669,0.671,26.99,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,111,NA,NA,1991,-1.307,-0.952,-1.331,0.065,2.72,4.46,4.25,0.669,0.671,26.99,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,178,NA,NA,1991,-0.315,0.222,0.558,1.929,4.46,5.41,5.29,0.369,0.368,24.85,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,101,NA,NA,1991,-1.307,-0.952,-1.331,0.065,2.72,4.46,4.25,0.669,0.671,26.99,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,152,NA,NA,1991,-0.315,0.222,0.558,1.929,4.46,5.41,5.29,0.369,0.368,24.85,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,292,NA,NA,1991,-0.315,0.222,0.558,1.929,4.46,5.41,5.29,0.369,0.368,24.85,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,343,NA,NA,1991,-0.315,0.222,0.558,1.929,4.46,5.41,5.29,0.369,0.368,24.85,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,285,NA,NA,1991,-1.307,-0.952,-1.331,0.065,2.72,4.46,4.25,0.669,0.671,26.99,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,131,NA,NA,1991,-1.307,-0.952,-1.331,0.065,2.72,4.46,4.25,0.669,0.671,26.99,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,190,NA,NA,1991,-0.315,0.222,0.558,1.929,4.46,5.41,5.29,0.369,0.368,24.85,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Unmanaged,326,NA,NA,1991,-0.315,0.222,0.558,1.929,4.46,5.41,5.29,0.369,0.368,24.85,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,252,NA,NA,1991,-0.315,0.222,0.558,1.929,4.46,5.41,5.29,0.369,0.368,24.85,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,551,NA,NA,1991,-1.307,-0.952,-1.331,0.065,2.72,4.46,4.25,0.669,0.671,26.99,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,154,NA,NA,1991,-1.307,-0.952,-1.331,0.065,2.72,4.46,4.25,0.669,0.671,26.99,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,136,NA,NA,1992,0.27,0.161,-1.307,-0.952,2.96,4.6,4.38,0.654,0.655,27.49,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,144,NA,NA,1992,0.27,0.161,-1.307,-0.952,2.96,4.6,4.38,0.654,0.655,27.49,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,143,NA,NA,1992,0.27,0.161,-1.307,-0.952,2.96,4.6,4.38,0.654,0.655,27.49,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,227,NA,NA,1992,0.564,0.222,-0.315,0.222,4.49,5.92,5.87,0.359,0.36,25.04,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,170,NA,NA,1992,0.27,0.161,-1.307,-0.952,2.96,4.6,4.38,0.654,0.655,27.49,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,176,NA,NA,1992,0.564,0.222,-0.315,0.222,4.49,5.92,5.87,0.359,0.36,25.04,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,354,NA,NA,1992,0.564,0.222,-0.315,0.222,4.49,5.92,5.87,0.359,0.36,25.04,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,374,NA,NA,1992,0.564,0.222,-0.315,0.222,4.49,5.92,5.87,0.359,0.36,25.04,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,292,NA,NA,1992,0.27,0.161,-1.307,-0.952,2.96,4.6,4.38,0.654,0.655,27.49,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,225,NA,NA,1992,0.27,0.161,-1.307,-0.952,2.96,4.6,4.38,0.654,0.655,27.49,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,186,NA,NA,1992,0.564,0.222,-0.315,0.222,4.49,5.92,5.87,0.359,0.36,25.04,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Unmanaged,385,NA,NA,1992,0.564,0.222,-0.315,0.222,4.49,5.92,5.87,0.359,0.36,25.04,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,287,NA,NA,1992,0.564,0.222,-0.315,0.222,4.49,5.92,5.87,0.359,0.36,25.04,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,62.23,29.83,Boreal,Wetland,Natural,618,NA,NA,1992,0.729,0.234,-0.456,-0.747,4.04,5.06,4.97,0.323,0.321,24.24,3.78,0,2,Loamy sand,5,0,NA,NA
Silvola,61.78,24.3,Boreal,Wetland,Natural,178,NA,NA,1992,0.564,0.222,-0.315,0.222,4.49,5.92,5.87,0.359,0.36,25.04,3.63,0,2,Loamy sand,3,0,NA,NA
Silvola,62.77,30.97,Boreal,Wetland,Natural,183,NA,NA,1992,0.27,0.161,-1.307,-0.952,2.96,4.6,4.38,0.654,0.655,27.49,3.39,0.65,6,Sandy clay loam,3,0,NA,NA
Domisch,63.05,29.08,Boreal,Forest,Natural,1040,NA,NA,2004,0.485,-0.688,-1.404,-2.011,2.84,4.94,4.94,0.635,0.637,29.04,3.67,0,2,Loamy sand,5,0,458.1,830.2
Sjögersten,68.35,18.82,Boreal,Forest,Natural,NA,NA,3.92,2000,1.059,0.76,-0.245,-0.456,-2.58,0.29,0.25,0.348,0.346,32.88,4.98,1.01,2,Loamy sand,5,9,NA,329
Sjögersten,68.35,18.82,Arctic,Shrubland,Natural,NA,NA,3.03,2000,1.059,0.76,-0.245,-0.456,-2.58,0.29,0.25,0.348,0.346,32.88,4.98,1.01,2,Loamy sand,5,9,NA,329
Morén,60.08,17.48,Boreal,Forest,Natural,1036,NA,NA,1996,-1.67,-1.405,-0.293,-0.747,5.08,5.32,5.08,0.338,0.332,16.15,4.09,1.55,4,Silt loam,3,1,NA,NA
Kane,64,-145,Boreal,Forest,Natural,360,NA,2.56,2004,-1.561,-1.022,-0.242,0.22,-0.84,4.25,4.08,0.319,0.313,13.74,2.69,1.01,2,Loamy sand,19,9,290.9,499.1
Kane,64,-145,Boreal,Forest,Natural,NA,NA,3.1,2004,-1.561,-1.022,-0.242,0.22,-0.84,4.25,4.08,0.319,0.313,13.74,2.69,1.01,2,Loamy sand,19,9,290.9,499.1
Kane,64,-145,Boreal,Forest,Natural,739,NA,3.74,2004,-1.561,-1.022,-0.242,0.22,-0.84,4.25,4.08,0.319,0.313,13.74,2.69,1.01,2,Loamy sand,19,9,290.9,499.1
Uvarov,49.87,8.65,Temperate,Forest,Natural,444,NA,NA,2000,0.975,1.59,1.478,1.152,10.79,10.88,10.85,0.354,0.349,27.99,2.94,3.12,2,Loamy sand,19,1,NA,NA
Elberling,-78.02,163.88,Arctic,Shrubland,Natural,20,NA,NA,2003,0.728,0.041,-0.737,-0.839,-23.04,-32.15,-32.24,0.01,0.01,4.23,0,0,1,Sand,1,1,NA,NA
Mielnick,31.1,-97.33,Temperate,Grassland,Natural,1600,NA,NA,1993,-0.486,1.371,0.514,1.551,19.17,20.58,20.59,0.392,0.399,32.54,0,1.77,4,Silt loam,0,1,NA,NA
Mielnick,31.1,-97.33,Temperate,Grassland,Natural,1300,NA,NA,1994,-1.06,-0.023,-0.486,1.371,20.05,21.48,21.41,0.386,0.384,35.13,0,1.77,4,Silt loam,0,1,NA,NA
Mielnick,31.1,-97.33,Temperate,Grassland,Natural,1200,NA,NA,1995,-0.284,0.147,-1.06,-0.023,19.54,20.87,20.85,0.39,0.397,31.03,0,1.77,4,Silt loam,0,1,NA,NA
Mielnick,31.1,-97.33,Temperate,Grassland,Natural,1000,NA,NA,1996,-1.607,-0.463,-0.284,0.147,19.8,21.57,21.5,0.357,0.351,23.97,0,1.77,4,Silt loam,0,1,NA,NA
Mielnick,31.1,-97.33,Temperate,Grassland,Natural,2100,NA,NA,1997,-0.206,-0.441,-1.607,-0.463,18.76,20.16,20.16,0.397,0.405,36.64,0,1.77,4,Silt loam,0,1,NA,NA
Mielnick,31.1,-97.33,Temperate,Grassland,Natural,1500,NA,NA,1998,-0.441,0.778,-0.206,-0.441,20.41,21.91,21.8,0.387,0.39,42.3,0,1.77,4,Silt loam,0,1,NA,NA
Li,18.25,-65.71,Tropical,Forest,Unmanaged,971,296,NA,1996,-0.464,-1.39,-1.676,-1.81,24.78,25.56,25.59,0.413,0.388,49.5,4.42,2.47,0,Reserved,3,1,NA,NA
Li,18.25,-65.71,Tropical,Forest,Managed,850,372,NA,1996,-0.464,-1.39,-1.676,-1.81,24.78,25.56,25.59,0.413,0.388,49.5,4.42,2.47,0,Reserved,3,1,NA,NA
Rayment,53.99,-105.12,Boreal,Forest,Natural,896,NA,NA,1996,0.39,0.07,-0.47,-0.199,-1.18,4.14,4.1,0.241,0.235,20.21,3.34,1.86,1,Sand,3,1,NA,NA
Frank,46.77,-100.92,Temperate,Grassland,Natural,814,NA,3.8,1998,0.185,0.443,0.516,0.688,7.42,9.06,8.99,0.312,0.301,22.54,0,1.69,2,Loamy sand,0,1,NA,NA
Coble,46.58,-112.03,Temperate,Forest,Managed,240,NA,NA,1996,1.037,1.181,0.68,1.129,4.26,6.8,6.63,0.28,0.275,19.95,4.98,1.63,2,Loamy sand,3,2,NA,NA
Coble,46.58,-112.03,Temperate,Forest,Managed,340,NA,NA,1996,1.037,1.181,0.68,1.129,4.26,6.8,6.63,0.28,0.275,19.95,4.98,1.63,2,Loamy sand,3,2,NA,NA
Coble,46.58,-112.03,Temperate,Forest,Managed,530,NA,NA,1996,1.037,1.181,0.68,1.129,4.26,6.8,6.63,0.28,0.275,19.95,4.98,1.63,2,Loamy sand,3,2,NA,NA
Coble,46.58,-112.03,Temperate,Forest,Managed,560,NA,NA,1996,1.037,1.181,0.68,1.129,4.26,6.8,6.63,0.28,0.275,19.95,4.98,1.63,2,Loamy sand,3,2,NA,NA
Raich,19.75,-155.25,Tropical,Forest,Natural,890,NA,NA,1991,1.591,1.79,1.253,1.255,17.86,20.48,20.48,0.4,0.401,88.65,0,0.57,3,Sandy loam,0,10,NA,NA
Raich,19.75,-155.25,Tropical,Forest,Natural,776,NA,NA,1991,1.591,1.79,1.253,1.255,17.86,20.48,20.48,0.4,0.401,88.65,0,0.57,3,Sandy loam,0,10,NA,NA
Raich,19.75,-155.25,Tropical,Forest,Natural,653,NA,NA,1991,1.591,1.79,1.253,1.255,17.86,20.48,20.48,0.4,0.401,88.65,0,0.57,3,Sandy loam,0,10,NA,NA
Jiabing,42.4,128.1,Temperate,Forest,Natural,1017,NA,NA,2003,-0.357,-0.691,-0.415,-0.102,3.69,6.94,6.91,0.346,0.344,28.71,4.36,2.92,2,Loamy sand,18,1,598.8,1045.4
Dilustro,32.37,-84.97,Temperate,Forest,Natural,NA,NA,1.08,2003,1.016,-1.773,-0.277,-2.488,17.61,18.23,18.23,0.419,0.419,38.71,5,3.13,1,Sand,3,1,704,1218.4
Dilustro,32.37,-84.97,Temperate,Forest,Natural,NA,NA,0.74,2003,1.016,-1.773,-0.277,-2.488,17.61,18.23,18.23,0.419,0.419,38.71,5,3.13,1,Sand,3,1,704,1218.4
Lytle,45.67,-69.17,Temperate,Forest,Natural,NA,NA,2.01,1992,-0.982,-0.577,0.227,0.072,3.77,5.78,5.69,0.247,0.245,34.06,4.88,0,1,Sand,18,0,NA,NA
Bowden,42.5,-72.33,Temperate,Forest,Natural,482,NA,NA,1988,-1.198,-0.613,0.242,0.368,8.1,8.74,8.6,0.231,0.228,32.22,5.3,0,1,Sand,5,0,NA,NA
Bowden,42.5,-72.33,Temperate,Forest,Natural,430,NA,NA,1988,-1.198,-0.613,0.242,0.368,8.1,8.74,8.6,0.231,0.228,32.22,5.3,0,1,Sand,5,0,NA,NA
Bowden,42.5,-72.33,Temperate,Forest,Natural,534,NA,NA,1989,-0.282,-0.904,-1.198,-0.613,7.72,8.3,8.23,0.25,0.248,38.86,5.3,0,1,Sand,5,0,NA,NA
Bowden,42.5,-72.33,Temperate,Forest,Natural,481,NA,NA,1989,-0.282,-0.904,-1.198,-0.613,7.72,8.3,8.23,0.25,0.248,38.86,5.3,0,1,Sand,5,0,NA,NA
Bowden,42.5,-72.33,Temperate,Forest,Natural,NA,NA,2.9,2001,-1.342,-1.085,-0.349,-0.645,8.71,9.02,8.83,0.215,0.207,26.63,5.3,0,1,Sand,5,0,930.5,1647
Bowden,42.5,-72.33,Temperate,Forest,Natural,NA,NA,2.76,2001,-1.342,-1.085,-0.349,-0.645,8.71,9.02,8.83,0.215,0.207,26.63,5.3,0,1,Sand,5,0,930.5,1647
Ohashi,32.82,130.73,Temperate,Forest,Managed,507,NA,NA,1994,0.51,1.522,1.171,1.295,16.39,16.99,16.91,0.343,0.387,43.71,5.09,3.74,4,Silt loam,18,16,NA,NA
Ohashi,32.82,130.73,Temperate,Forest,Managed,499,NA,NA,1995,-1.58,-0.397,0.51,1.522,15.03,15.22,15.3,0.414,0.435,60.71,5.09,3.74,4,Silt loam,18,16,NA,NA
Ohashi,32.82,130.73,Temperate,Forest,Managed,592,NA,NA,1996,-0.755,-1.744,-1.58,-0.397,15.28,15.41,15.36,0.411,0.435,57.3,5.09,3.74,4,Silt loam,18,16,NA,NA
Coleman,35.05,-83.4,Temperate,Forest,Unmanaged,415,NA,NA,1995,1.24,1.194,0.645,0.747,11.84,12,12.02,0.456,0.462,62.87,5.02,0,4,Silt loam,18,0,NA,NA
Coleman,35.05,-83.4,Temperate,Forest,Unmanaged,394,NA,NA,1995,1.24,1.194,0.645,0.747,11.84,12,12.02,0.456,0.462,62.87,5.02,0,4,Silt loam,18,0,NA,NA
Coleman,35.05,-83.4,Temperate,Forest,Unmanaged,218,NA,NA,1995,1.24,1.194,0.645,0.747,11.84,12,12.02,0.456,0.462,62.87,5.02,0,4,Silt loam,18,0,NA,NA
Coleman,35.05,-83.4,Temperate,Forest,Natural,252,NA,NA,1995,1.24,1.194,0.645,0.747,11.84,12,12.02,0.456,0.462,62.87,5.02,0,4,Silt loam,18,0,NA,NA
Mallik,49.17,-88.65,Boreal,Forest,Natural,670,NA,NA,1994,-0.432,-0.024,0.25,0.327,2.17,5.92,5.8,0.246,0.244,25.87,4.33,0,1,Sand,3,0,NA,NA
Davidson,42.53,-72.18,Temperate,Forest,Natural,730,NA,NA,1995,-0.852,-0.394,0.237,0.043,8.64,9.37,9.27,0.219,0.218,34.18,5.26,0,1,Sand,5,0,NA,NA
Davidson,42.53,-72.18,Temperate,Forest,Natural,560,NA,NA,1995,-0.852,-0.394,0.237,0.043,8.64,9.37,9.27,0.219,0.218,34.18,5.26,0,1,Sand,5,0,NA,NA
Davidson,42.53,-72.18,Temperate,Forest,Natural,810,NA,NA,1995,-0.852,-0.394,0.237,0.043,8.64,9.37,9.27,0.219,0.218,34.18,5.26,0,1,Sand,5,0,NA,NA
Davidson,42.53,-72.18,Temperate,Forest,Natural,710,NA,NA,1995,-0.852,-0.394,0.237,0.043,8.64,9.37,9.27,0.219,0.218,34.18,5.26,0,1,Sand,5,0,NA,NA
Davidson,42.53,-72.18,Temperate,Forest,Natural,830,NA,NA,1995,-0.852,-0.394,0.237,0.043,8.64,9.37,9.27,0.219,0.218,34.18,5.26,0,1,Sand,5,0,NA,NA
Davidson,42.53,-72.18,Temperate,Forest,Natural,720,NA,NA,1995,-0.852,-0.394,0.237,0.043,8.64,9.37,9.27,0.219,0.218,34.18,5.26,0,1,Sand,5,0,NA,NA
Soegaard,74.47,-20.57,Arctic,Grassland,Natural,103,NA,1.31,1996,-0.858,-1.416,-0.815,0.018,-10.91,-19.2,-19.2,0.36,0.369,10.93,0,0,2,Loamy sand,0,0,NA,NA
Law,44.42,-121.51,Temperate,Forest,Natural,683,89,NA,1996,1.616,1.639,0.731,0.057,8.08,9.77,9.53,0.176,0.184,37,4.51,2.43,1,Sand,3,16,NA,NA
Law,44.42,-121.51,Temperate,Forest,Natural,773,134,NA,1997,1.413,2.001,1.616,1.639,8.2,9.14,8.95,0.178,0.181,22.94,4.51,2.43,1,Sand,3,16,NA,NA
Longdoz,50.3,6,Temperate,Forest,Unmanaged,537,NA,NA,1997,-0.563,-1.899,-1.795,-0.201,8.28,8.6,8.48,0.362,0.361,33.32,2.65,3.28,2,Loamy sand,19,1,NA,NA
Longdoz,50.3,6,Temperate,Forest,Unmanaged,973,NA,NA,1997,-0.563,-1.899,-1.795,-0.201,8.28,8.6,8.48,0.362,0.361,33.32,2.65,3.28,2,Loamy sand,19,1,NA,NA
Yi,23.17,112.54,Tropical,Forest,Natural,1142,134,NA,2001,0.673,0.685,0.3,-0.364,21.1,21.45,21.48,0.39,0.391,70.86,4.53,2.83,3,Sandy loam,18,10,1257.5,2228.5
Yi,23.17,112.54,Tropical,Forest,Natural,1026,113,NA,2001,0.673,0.685,0.3,-0.364,21.1,21.45,21.48,0.39,0.391,70.86,4.53,2.83,3,Sandy loam,18,10,1257.5,2228.5
Yi,23.17,112.54,Tropical,Forest,Natural,1040,120,NA,2001,0.673,0.685,0.3,-0.364,21.1,21.45,21.48,0.39,0.391,70.86,4.53,2.83,3,Sandy loam,18,10,1257.5,2228.5
Wiseman,37.58,-78.45,Temperate,Forest,Managed,651,NA,NA,2000,-0.302,-0.945,-0.881,-0.049,13.59,14.13,14.19,0.428,0.432,30.42,5.31,0,4,Silt loam,18,0,NA,1119.4
Wiseman,37.58,-78.45,Temperate,Forest,Managed,976,NA,NA,2000,-0.302,-0.945,-0.881,-0.049,13.59,14.13,14.19,0.428,0.432,30.42,5.31,0,4,Silt loam,18,0,NA,1119.4
Wiseman,37.58,-78.45,Temperate,Forest,Managed,1075,NA,NA,2000,-0.302,-0.945,-0.881,-0.049,13.59,14.13,14.19,0.428,0.432,30.42,5.31,0,4,Silt loam,18,0,NA,1119.4
